NCT Number,Study Title,Brief Summary,Conditions
NCT05596773,Community-Based Chronic Disease Care in Rural Lesotho,"This ComBaCaL cohort study is to assess the impact of community-based, lay-led chronic disease screening and care interventions in rural Lesotho. It aims to establish a prospective research and service delivery platform in rural Lesotho that is managed by eHealth-supported Chronic Care Village Health Worker (CC-VHWs) providing regular chronic disease screening, monitoring and referral services. The implementation outcomes of the cohort as well as the effect of the cohort activities on disease-specific care cascades will be assessed. Subsequently, nested trials to assess the effectiveness of specific chronic disease control interventions will be developed. Measurements and data entry will be conducted by CC-VHWs. The CC-VHWs will be equipped with the essential tools required for chronic disease monitoring in the community (i.e. BP machines, scales, measuring band, glucometers, and urine dipsticks). They will undergo a theoretical and practical training covering all aspects required for correct data collection and chronic disease screening, diagnosing, referral and counselling services. At every visit, the CC-VHW will screen participants for warning signs and symptoms (i.e. shortness of breath, severe headache, chest pain, new-onset confusion, impaired consciousness, severely impaired general state of health) and refer participants to the closest health centre in case of any danger-sign. The CC-VHWs will be continuously monitored and supervised by health centre nurses of the respective village's catchment area, mainly through direct interaction during monthly VHW meetings and by CC nurses through field visits, remote interaction via phone calls or messages sent via the ComBaCaL app and through direct contact during the monthly VHW meetings at the health centre. The CC-VHWs are embedded within the Lesotho MoH VHW program and may during the project period be trained and equipped to provide further routine services in their communities.",Non-communicable Diseases (NCDs)
NCT03403231,INcreasing Veteran EngagemeNT to Prevent Diabetes (INVENT),"This study will evaluate a VA MyHealtheVet Secure Messaging intervention that uses different intervention messaging strategies designed to increase engagement in behaviors to prevent type 2 diabetes.The investigators will enroll 144 eligible Veterans into a 12-week MyHealtheVet Secure Messaging intervention. Eligible Veterans include those who are currently using MyHealtheVet secure messaging, meet inclusion/exclusion criteria, and have received an HbA1c test within the last 6 months that meets the ADA/CDC classification for prediabetes. Study participants will be surveyed about their engagement in behaviors to prevent TDM2 and mediators of this engagement. After completing a baseline survey, participants will be randomly assigned to receive different novel presentations of information about ways to prevent T2DM through both Secure Messaging and US Mail. The investigators will test the 5 presentations that each: (1) represent an innovative approach from behavioral economics or health psychology with great promise to increase engagement in behaviors to prevent T2DM among patients with prediabetes; and (2) have not been tested in this setting.",Prediabetes
NCT01628627,Frequency Modulated Neural Stimulation (FREMS) in Symptomatic Diabetic Neuropathy,Aim of this study is to evaluate safety and efficacy of transcutaneous frequency modulated electromagnetic neural stimulation (FREMS) to treat symptomatic peripheral neuropathy in patients with diabetes mellitus.,"Diabetic Neuropathy, Painful"
NCT01987427,"A Multicenter, Double-blind, Randomized, Parallel-group, Pilot Study of 12-week Duration to Assess the Short-term Safety and Tolerability of Lorcaserin Plus Two Doses of Immediate-Release Phentermine-HCl Compared With Lorcaserin Alone in Overweight and Obese Adults","APD356-A001-402 is a multicenter, double-blind, randomized, parallel-group pilot study of 12-week duration in overweight and obese adults. Approximately 225 subjects will be randomized to one of three treatment arms in a ratio 1:1:1 and will receive the combinations of lorcaserin 10 mg twice daily (BID) plus immediate-release phentermine-HCl 15 mg BID or 15 mg once daily (QD), or lorcaserin alone.",Chronic Weight Management
NCT04799327,The Effect of SHR20004（Noiiglutide ） on Body Weight in Obese Subjects Without Diabetes,The study is being conducted to assess the efficacy and safety of SHR20004 on body weight in obese subjects without diabetes.,Obesity
NCT02706873,A Study to Compare Upadacitinib (ABT-494) Monotherapy to Methotrexate (MTX) Monotherapy in Adults With Rheumatoid Arthritis (RA) Who Have Not Previously Taken Methotrexate,"The objectives of Period 1 were the following:* To compare the safety and efficacy of upadacitinib 7.5 mg once daily (QD) monotherapy (for participants in Japan only), 15 mg QD monotherapy, and 30 mg QD monotherapy versus weekly methotrexate monotherapy for the treatment of signs and symptoms of RA in methotrexate-naïve adults with moderately to severely active RA;* To compare the efficacy of upadacitinib 15 mg QD monotherapy and upadacitinib 30 mg QD monotherapy versus weekly methotrexate monotherapy for prevention of structural progression in methotrexate-naïve adults with moderately to severely active RA.The objective of Period 2 is to evaluate the long-term safety, tolerability, and efficacy of upadacitinib 7.5 mg QD (for participants in Japan only), 15 mg QD, and 30 mg QD in adults with RA who have completed Period 1.",Rheumatoid Arthritis
NCT03334773,Nutrition Education Intervention for Adults With Type 2 Diabetes,"Aim: To implement a nutrition education programme (intervention) for adults with type 2 diabetes mellitus (T2DM) adapted from a primary health care setting to a tertiary hospital setting in South Africa and to evaluate the programme's effectiveness on dietary behaviours, clinical status and selected potential behaviour mediators.Participants and setting: T2DM adults (40-70 years) and at least one year of living with diabetes and poorly controlled diabetes (HbA1c ≥ 8%). The study setting is the outpatient clinic of a tertiary teaching hospital in Tshwane District (Pretoria), South Africa.Intervention: The intervention will employ a randomised control design with two parallel groups (intervention \& control). A total sample of 140 T2DM patients (70 per group) will be needed to detect a 0.5 % change in HbA1c (SD of 1.0 and a power of 80%) at six month and allowing a 10% attrition rate. The intervention is one-year long with the following components: 7-monthly group education sessions; 2 bi-monthly group follow-up sessions at the hospital till one year; participants' workbook for goal setting activities and education materials (pamphlet and wall/fridge poster) for the intervention group. The control group will receive the same education materials with no other education encounters. Both groups will continue with usual care at the diabetes outpatient clinic of the hospital. The education will be offered face to face, will utilize teaching aids including coloured posters and will incorporate interactive group activities and demonstrations. The main facilitator is a qualified dietitian.Outcomes: Outcomes will be assessed at 6-and 12 months for both groups with the six month being the primary outcome. Outcomes will include clinical \[HbA1c (primary outcome), BMI, blood pressure and full lipid profile); dietary behaviours (energy intake, starchy food servings, vegetable and fruits intake, macronutrient intake and their distribution to energy, fibre, meal pattern) and selected potential mediators of behavior (diabetes knowledge and diabetes management self- efficacy).It is hypothesized that the intervention will lower the HbA1c levels by at least 0.5% at six months and the levels will be significantly lower in the intervention group compared with the control group, and the significantly lower levels will be sustained at 12 months in the intervention group.",Type 2 Diabetes Mellitus
NCT00330473,A Concordance Study Comparing Insulin Treatments in Patients With Type 2 Diabetes,A study to compare insulin use and its effect on glucose control and other outcomes in patients with Type 2 diabetes who together with their healthcare provider manage their disease by discussing and agreeing on the diabetes treatment chosen from a selection of available treatment options.,"Diabetes Mellitus, Type 2"
NCT03459573,Fit-One: A Trial Evaluating the Effect of One Drop and Fitbit on Diabetes and Pre-diabetes Outcomes,"The Fit-One trial involves three prospective, randomized waitlist-controlled studies. These studies evaluate the effects of One Drop's digital therapeutics solution with and without Fitbit devices on the social cognitive, behavioral, and health outcomes of people with diabetes. Fit-One is being tested on adults with type 1 diabetes (T1D) of all weights, and adults with type 2 diabetes (T2D) or pre-diabetes that are overweight or obese (BMI ≥ 25).","Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1|PreDiabetes"
NCT01773473,Comparison of Insulin Mix25 Versus Mix50,The purpose of this study is to determine the efficacy and safety of insulin Lispro Mix25 (LM25) compared to insulin Lispro Mix50 (LM50) as an insulin starter in participants with Type 2 diabetes mellitus (T2DM).,Type 2 Diabetes Mellitus
NCT03308773,Disease Prevention in Clinical Practice Base on Patient Specific Physiology,"It is well known that the Type 2 diabetes and vascular disease are preceded by over ten years by metabolic dysfunction and anatomic changes that can be quantified. In order to develop effective preventive strategies and reduce the cost burden to the health care system, recognition of the earliest pathophysiology of Type 2 diabetes and vascular disease is clinically relevant. The interval retrospective evaluation of data from patient records, reflect the effectiveness of the various treatments implemented in clinical practice.Prevalence of ""prediabetes"" among American adults is estimated to be \~84 million, or one out of three Americans. Over a 5-7 year period approximately one third of these prediabetic individuals will progress to type 2 diabetes. Prediabetes is a heterogenous group comprised of individuals with impaired fasting glucose (IFG), impaired glucose tolerance (IGT), and increased A1c (5.7-6.4%). Although different pathophysiologies are present in individuals with IFG and IGT, their conversion rate to overt type 2 diabetes mellitus (T2DM) is similar.Insulin resistance is a common causal feature of many of the pathophysiologic mechanisms linking macrovascular disease and type 2 diabetes. Because hyperglycemia is the major factor responsible for the development of microvascular complications, it logically follows that prevention of progression of prediabetes to overt diabetes should retard/prevent the development of the microvascular complications. From the measurement of plasma glucose, insulin, and c-peptide levels during the oral glucose tolerance test, one can derive measures of the two core defects responsible for the development of T2DM, i.e. insulin resistance and beta cell dysfunction as well as the degree of dysglycemia.By combining a standard medical evaluation with the evaluation of cardiovascular biomarkers, patients at intermediate risk of vascular disease can be identified. In these patients, carotid intima media thickness (IMT) and carotid plaque evaluation is offered to attempt to clarify risk.The hypothesis of this observational study is that the characterization of the physiology and anatomy of patients at risk of developing type 2 diabetes and/or cardiovascular disease can stratify risk of developing disease and direct treatment strategies tailored to the identified physiologic defect, leading to improvements in the delay or prevention of disease.",PreDiabetes|Insulin Resistance|Type2 Diabetes|NASH - Nonalcoholic Steatohepatitis|Diastolic Dysfunction|Dementia|Atrial Fibrillation|Cancer|Atherosclerosis|Carotid Plaque
NCT02471573,Freeze All Protocol Versus Fresh Embryo Transfer in Women Undergoing In-vitro Fertilization (IVF),To compare the effectiveness of freeze-all and subsequent frozen embryo transfer (freeze all protocol) with fresh embryo transfer (fresh ET).,Infertility
NCT04157673,Imagine to Remember: Improving Medication Adherence in Pre- and Type 2 Diabetes,Determine if an intervention consisting of future-thinking improves different facets of memory/executive function and/or decision-making.,Medication Adherence
NCT02405260,Add Glucokinase Activator to Target A1c,"This trial is a multi-center, adaptive, randomized, double-blind, placebo- and active- controlled, parallel group, Phase 2 study in subjects with T2DM to evaluate the effect of TTP399 on HbA1c following administration for 6 months.","Diabetes Mellitus, Type 2"
NCT00231660,"A Study of the Efficacy and Safety of Topiramate in the Treatment fo Obese, Type 2 Diabetic Patients Treated With Metformin",The purpose of this study is to compare the efficacy (in terms of weight and hemoglobin type A1c \[HbA1c\]) and safety of topiramate (96 milligrams\[mg\] or 192 mg daily) with placebo in the treatment of obesity in Type 2 diabetic patients receiving metformin.,"Obesity|Diabetes Mellitus, Type 2|Diabetes Mellitus, Adult-Onset"
NCT05755360,DOORS: A Research Study to Understand How Oral Semaglutide Works in People With Type 2 Diabetes Who Change From Dipeptidyl Peptidase-4 Inhibitor (DPP4i) Treatment to Oral Semaglutide in Italy,The purpose of the study is to look at the change in blood sugar levels in people with type 2 diabetes who change their treatment from DPP4i to oral semaglutide. Participant will get oral semaglutide as prescribed by the study doctor. The study will last for about 5-6 months. Participants will be asked to complete two questionnaires. One will be about eating behaviour and the other one will be diabetes related. Participant will complete this questionnaire during the normal scheduled visit with study doctor. Participants will be asked questions about their health and diabetes treatment and lab tests as part of their normal doctor's appointment.,"Diabetes Mellitus, Type 2"
NCT03230760,Acupuncture for Breast Engorgement During Lactation,"Breast engorgement which may manifest swell, throb, and cause mild to extreme pain is the common difficulty for breast feeding woman. It occurs in the mammary glands due to expansion and pressure exerted by the synthesis and storage of breast milk and it usually happens when the breasts switch from colostrums to mature milk. However, engorgement can also happen if lactating women miss several nursing and not enough milk is expressed from the breasts. It can be exacerbated by insufficient breastfeeding and/or blocked milk ducts. Engorgement may lead to mastitis and untreated engorgement puts pressure on the milk ducts, often causing a plugged duct.According the meridian theory, the investigators propose the acupuncture treatment for patients of breast engorgement.The investigators will include 60 patients and measure the acupuncture effect. The inclusion criteria are women with breast engorgement and 20 years old or older. Exclusion standards are patients with: 1. diabetes mellitus 2. Psychological disease or mental illness 3. Fever \> 38 degrees Celsius 4. Mastitis 5.analgetics or anti - inflammatory agents used 6. ultrasound therapy applied",Breast Engorgement
NCT05370560,Plasma Transthyretin Levels and Risk of Type 2 Diabetes Mellitus and Impaired Glucose Regulation,"Objective: To investigate the association between plasma transthyretin levels and risk of newly diagnosed type 2 diabetes mellitus (T2DM) and impaired glucose regulation (IGR) in a Chinese population.Design: We performed a case-control study, including 1,244 newly diagnosed T2DM patients, 837 newly diagnosed IGR patients, and 1,244 individuals with normal glucose tolerance (NGT). The diagnostic criteria were recommended by World Health Organization in 1999. All cases were recruited from patients who, for the first time, received a diagnosis of T2DM in the Department of Endocrinology, Tongji Hospital, Tongji Medical College, Wuhan, China, from December 2010 to December 2016. Concomitantly, general population undergoing a routine health checkup in the same hospital were enrolled as controls. The inclusion criteria were age ≥ 30 years, BMI \< 40 kg/m2, and no history of diagnosis of diabetes or receiving pharmacological treatment for hypertension and hyperlipidemia. Participants with clinically significant neurological, endocrinological, psychological or other systemic diseases, as well as acute illness or chronic inflammatory or infectious diseases, were excluded from the present study. Written informed consent was obtained from each participant. Besides, cases were stringently matched to controls in a 1:1 ratio, based on sex and age (± 3 years). All participants enrolled were of Han ethnicity, and gave a commitment of taking no medication known affecting glucose tolerance or insulin secretion before participating in the study. Fasting blood samples were collected in EDTA-anticoagulative tubes and separated for plasma within 1 h. Then plasma was kept at -80℃ prior to analyses. Plasma transthyretin levels were measured by BS 200 Autoanalyser (Mindray, Shenzhen, China) using immunoturbidimetric method.",Type 2 Diabetes|Impaired Glucose Regulation
NCT06239376,Artificial Cycle With or Without GnRH Agonist Pre-treatment for Frozen Embryo Transfer in Adenomyosis Patients,"This randomized clinical trial aims to assess the comparative effectiveness of two distinct endometrial preparation protocols for frozen embryo transfer (FET) among women with adenomyosis undergoing IVF/ICSI. Specifically, it seeks to address the following key questions:1. Does the protocol involving the combination of GnRH agonist and letrozole for down regulation with exogenous steroids (GnRHa+AI - AC) result in a higher live birth rate compared to the use of exogenous steroids alone (AC) in women with adenomyosis undergoing frozen embryo transfer?2. What are the common side effects of the GnRHa+AI - AC regimen?Eligible participants will undergo screening before endometrial preparation for FET, following which they will be randomly assigned to one of two groups: GnRHa+AI - AC or AC. In the GnRHa+AI - AC group, participants will be pre-treated with GnRH agonist and letrozole two months before endometrial preparation. After this period, participants will return for endometrial preparation, and any side effects resulting from the down regulation will be evaluated. In contrast, the AC group will receive standard treatment.",Adenomyosis|IVF|Frozen Embryo Transfer
NCT04810676,A Clinical Trial to Evaluate the Pharmacokinetic Profiles and Safety of CKD-383.,A clinical trial to evaluate the pharmacokinetic profiles and safety of CKD-383.,Type2 Diabetes Mellitus
NCT01581476,Adolescent Type 1 Diabetes Cardio-Renal Intervention Trial,"The purpose of this study is to determine whether use of blood pressure lowering drugs, Angiotensin converting enzyme inhibitors (ACEIs) and blood fat (lipid) lowering drugs (statins) may have a place in the treatment of adolescents with diabetes and can help reduce serious long-term health problems in this population.",Type 1 Diabetes
NCT02512276,Tele-Pharmacy Intervention to Improve Treatment Adherence,"The purpose of this cluster randomized controlled trial is to evaluate whether a novel tele-pharmacist-based intervention for patients with hyperlipidemia, hypertension, and diabetes improves medication adherence, disease control, and patients' understanding of their treatment.",Hyperlipidemia|Diabetes|Hypertension
NCT00467376,"Insulin Glulisine, Insulin Lispro and Insulin Glargine in Type 1 or 2 Diabetes Mellitus","Primary:* To compare the efficacy and safety of Insulin Glulisine to Insulin Lispro in subjects with type 1 or type 2 diabetes mellitus.* To compare the frequency of hypoglycemia of Insulin Glulisine to Insulin Lispro.Secondary:* To compare Insulin Glulisine to Insulin Lispro in terms of the change in HbA1c at weeks 12, blood glucose parameters, insulin doses and treatment satisfaction in subjects with type 1 or type 2 diabetes mellitus",Diabetes Mellitus
NCT06181227,A Phase 2 Study of Intravitreal AVD-104 in Diabetic Macular Edema,"A Phase 2 study to determine the safety and preliminary efficacy of intravitreal injections of AVD-104, a novel glyco-mimetic nanoparticle, in reducing macular edema associated with diabetic retinopathy.",Diabetic Macular Edema|Diabetic Retinopathy
NCT03087773,Impact of EMpagliflozin on Cardiac Function and Biomarkers of Heart Failure in Patients With Acute MYocardial Infarction,This study is planned to investigate the impact of Empagliflozin on biomarkers of heart failure in patients with myocardial infarction with and without type 2 diabetes mellitus within 6 months after the event.,Acute Myocardial Infarction
NCT06258473,Addressing Gaps in the Hypertension and Diabetes Care Continuum in Rural Bangladesh: The Dinajpur Study,"In the present implementation study, we aim to document the experience of implementing integrated, decentralized primary care in rural Bangladesh, including components of healthcare provider training, mHealth, decentralization with task shifting, and community-based care, and to generate data on the effectiveness and cost-effectiveness of the multicomponent integrated care as compared to usual care and to mHealth intervention alone. We will also Investigate the factors that explain how the interventions influence hypertension and diabetes management and explore barriers/facilitators to delivering and sustaining intervention. We will conduct mixed-methods research to understand how the intervention influences treatment and prevention in this patient population. Particularly, we will assess lifestyle changes (i.e., smoking, dietary salt intake, physical activity, alcohol consumption), and burden for patients (e.g., waiting time, travel-related cost) at individual and community level. Qualitative data will shed light on facilitators and barriers to hypertension and diabetes prevention and control from the perspectives of patients (and their families), primary care providers, public health officials, and other stakeholders. Additionally, we will undertake a health economic evaluation of the interventions for primary care systems. A comprehensive evaluation of cost and effectiveness will be important for the models tested, providing necessary evidence for policymakers and stakeholders to scale up the interventions. We hypothesize that compared with usual care, the multicomponent decentralized primary care will improve all steps along hypertension and diabetes care continuum. On the other hand, we hypothesize that the mHealth intervention alone (Simple App) may improve BP and glycemic control compared with usual care but will have a limited impact on rates of screening, diagnosis, and treatment. We also hypothesize that the multicomponent integrated care will lead to a higher treatment success rate relative to mHealth intervention alone.",Hypertension|Diabetes
NCT04460573,Smart Boot Use to Measure Offloading Adherence,"The purpose of this study is to help people with diabetes who develop neuropathic diabetic foot ulcers (DFUs). These ulcers, or sores, if left untreated can increase the chance of amputation. Part of the treatment is to have the person wear a diabetic shoe or boot to help their foot heal. Sometimes people don't wear the boot like they are told. The investigators want to compare three different kinds of diabetic boots to see if they can help make it easier for people to wear their boots as instructed.The investigators will look at three groups of participants: the first group will wear a boot that can't be taken off. The second group will wear a boot that can be taken off, and they will get counseling about how important it is to follow instructions as to how often and when to wear the boot. The third group will wear a ""smart"" boot, which will interact with the person through a smart watch and smart phone, and give them direct feedback about how they are doing with following their boot wearing prescription.The investigators will also be looking at how much physical activity, like walking, the participants do. And they will compare how well participants sleep and rate their quality of life in the three different boots. The investigators think that giving participants information about how much they are wearing their boot using readily available technology will help them to follow the doctor's directions better, and help their wounds heal faster.",Diabetic Foot Ulcer
NCT04564131,Reflexology in Diabetic Neuropathic Pain Management,"Reflexology massage, applied by applying pressure to any point on the feet, is one of the most popular complementary treatments in the world. Given the negative impact of neuropathic pain on quality of life and the limited effectiveness of traditional medicines, it is important to investigate the effects of various complementary therapies available, including reflexology massage. Therefore, the study was planned as a prospective randomized controlled experimental study with a pre-test and post-test design aiming to investigate the effect of reflexology massage for neuropathic pain on pain intensity and quality of life in diabetic individuals.",Reflexology|Neuropathic Pain
NCT03755960,ACUpuncture in Diabetic Peripheral Neuropathy,"Multicentric,randomized, two-armed confirmatory trial on the effectiveness of acupuncture in patients with symptomatic peripheral diabetic neuropathy compared to routine care.",Diabetic Neuropathy
NCT05062460,Glucose Testing in GDM: Adherence to One- Versus Two-hour Postprandial Glucose Monitoring in Gestational Diabetics,"The purpose of this study is to evaluate if in patients with gestational diabetes (GDM), adherence to postprandial glucose monitoring differs when performed 1-hour versus 2-hours after eating.The primary objective of this study is to evaluate difference in rate of adherence (binary outcome defined as \<80% or ≥80% of glucose log completed) between gestational diabetics who perform 1-hour versus 2-hour postprandial blood glucose testing.",Gestational Diabetes
NCT04556760,"Study to Assess the Effect on Glucose Homeostasis of Two Dose Levels of AZD9567, Compared to Prednisolone, in Adults With Type 2 Diabetes","The study is intended to assess the effect on glycaemic control of AZD9567, as measured by the glucose AUC(0-4) versus baseline following a standardised mixed meal tolerance test (MMTT), compared to prednisolone in adults with type 2 diabetes mellitus (T2DM). The study will also evaluate the safety, tolerability, and pharmacokinetics (PK) of AZD9567.","Diabetes Mellitus, Type 2"
NCT01392560,Safety and Efficacy of Empagliflozin (BI 10773) in Type 1 Diabetes Mellitus Patients With or Without Renal Hyperfiltration,This open-label study aims to evaluate the impact of BI 10773 treatment on glomerular filtration rate under controlled conditions of euglycaemia and hyperglycaemia in subjects with type 1 diabetes mellitus with or without renal hyperfiltration and to characterize the safety and efficacy of BI 10773 25 mg QD as add-on therapy to insulin in these subjects.,"Diabetes Mellitus, Type 1"
NCT03417076,Absolute Bioavailability Study With Bexagliflozin,The purpose of this study is to determine the absolute bioavailability of bexagliflozin following a single oral dose co-administered with an intravenous dose.,Type 2 Diabetes Mellitus
NCT01975376,The Evaluation of Bococizumab (PF-04950615;RN316) in Reducing the Occurrence of Major Cardiovascular Events in High Risk Subjects,"This study evaluates the PCSK9 inhibitor, Bococizumab (PF-04950615;RN316), compared to placebo, in reducing the occurrence of major cardiovascular events, including cardiovascular death, myocardial infarction, stroke, and unstable angina requiring urgent revascularization, in high risk subjects who are receiving background lipid lowering therapy and have cholesterol laboratory values of LDL-C \>/= 70 mg/dL (1.8 mmol/L) or non-HDL-C \>/= 100 mg /dL (2.6 mmol/L).",Cardiovascular Disease
NCT00904176,Study of the Effect of Dapagliflozin on the Pharmacokinetics of Warfarin or Digoxin in Healthy Subjects,"The purpose of this study is determine that Dapagliflozin has no effect on the pharmacokinetics (PK) or pharmacodynamics (PD) of warfarin when dapagliflozin is coadministered with warfarin. Also, that Dapagliflozin has no effect on the PK of digoxin when dapagliflozin is coadministered with digoxin.",Type 2 Diabetes Mellitus
NCT03377127,Impact of Pharmacy Clinic on Diabetes Management,"The Beaumont Hospital Royal Oak Outpatient Clinic (and other listed Beaumont recruiting locations) care for over 900 patients with diabetes. In an effort to improve the care provided to our patients, a pharmacist managed diabetes clinic (PMDC) was created. The investigators looked at patients with high-risk diabetes who have received education in the PMDC and compared them to patients that didn't not receive the pharmacy education. Our preliminary data showed a significant decrease in Hemoglobin A1c in the PMDC compared to our standard care cohort. Hemoglobin A1c is a marker of the severity of diabetes mellitus. Based on this data, we designed a randomized controlled trial to better assess the impact of a PMDC on diabetic outcomes.","Diabetes Mellitus, Type 2"
NCT00924573,Comparative Study of HOE490 O (Glimepiride and Metformin) Compared With Placebo on Top of Glimepiride,Primary objective of this study is to confirm the efficacy of HOE490 O (glimepiride/metformin) compared with placebo on top of glimepiride in HbA1c change.Secondary objectives of this study is to evaluate the safety of HOE490 O (glimepiride/metformin) compared with placebo on top of glimepiride as well as other efficacy parameters,Type 2 Diabetes Mellitus
NCT06939673,Study of Miro3D Wound Matrix for Healing Wounds and Ulcers in Outpatient Care,"This clinical study is being conducted to evaluate how well the Miro3D Wound Matrix helps heal difficult wounds and ulcerations in an outpatient care setting. Miro3D is a biologic wound dressing made from porcine (pig) liver tissue. It is processed to remove all cells, creating a clean scaffold that can support the body's natural healing process. The goal of this study is to see how effective Miro3D is when used alongside standard wound care for helping wounds close and reducing pain and discomfort.The study is designed as a post-market, proof-of-concept trial, meaning the product is already commercially available, and researchers are evaluating how it works in real-world clinical settings. A total of up to 20 adult participants will be enrolled. Participants may have wounds such as diabetic foot ulcers, venous leg ulcers, pressure ulcers, or surgical wound dehiscence. These wounds may be complex in nature, including tunneling or undermining, which often makes them more difficult to treat.Participants will receive standard wound care along with weekly Miro3D applications for the first 4 weeks. If the wound is not fully healed after 4 weeks, Miro3D will then be applied every 2 weeks until healing is achieved or up to 12 weeks total. Throughout the study, participants will return weekly for wound assessments and to complete brief questionnaires about their pain levels and quality of life.The main goals of the study are:1. To measure how much the wound size shrinks (known as percent area reduction or PAR).2. To evaluate how much healthy granulation tissue (new tissue) forms in the wound.3. To compare healing outcomes when Miro3D is used weekly versus every two weeks.4. To understand how the treatment affects patients' quality of life, including pain, mobility, and emotional wellbeing.Each participant will be closely monitored by the clinical team throughout the 12-week study period. If a wound heals earlier, the participant will finish the study at that time. If the wound does not heal, the participant may return to their regular physician for follow-up care.",Diabetic Foot Ulcers (DFUs)|Venous Leg Ulcers (VLUs)|Pressure Ulcers|Surgical Wound Dehiscence (SWD)|Chronic Wounds|Undermined and Tunneling Wounds
NCT05999773,SGLT-2 Inhibitors in the Treatment of Ascites,"The goal of this observational study is to test the efficacy of glyphozines (SGLT-2 inhibitors) in the control of ascites in patients with liver cirrhosis in class A6-B9, according to the Child-Pugh classification, and type 2 diabetes mellitus. The investigators will compare patients belonging to the intervention group (A), who will be given SGLT-2 inhibitors according to diabetology indications in addition to standard medical therapy for 6, with patients of the control group (B), who will, instead, continue with the standard medical therapy for 6 months. Standard medical therapy will include dietary sodium restriction, treatment with diuretics (furosemide and spironolactone), hypoglycemic therapy (metformin, insulin, or both) and other supportive care.The main questions aims of this study are:1. Compare the efficacy and safety of a therapeutic approach based on the administration of SGLT-2 inhibitors in addition to optimal medical therapy (MRA and loop diuretic) compared to traditional diuretic therapy only, in cirrhotic patients with saline retention and diabetes.2. Demonstrate better control of the glycemic profile in cirrhotic diabetic patients using SGLT-2 inhibitors.","Ascites Hepatic|Cirrhosis, Liver|Diabete Type 2"
NCT06055673,Angiotensin Converting Enzyme rs (1799752) Gene Polymorphism and Development of In-Stent Restenosis in Patients With Stable Coronary Artery Diseases in Sohag Hospital University.,"One of the most common medical approaches to the treatment of coronary artery disease (CAD) is the percutaneous coronary intervention (PCI) which became frequent due to high efﬁciency and safety of this procedure. Modern-day advances in pharmacotherapy and the device innovations over the last thirty years enhanced the benign outcomes of patients with unstable or multivessel CAD, and multiple co-morbidities, treated by PCI .In-stent restenosis (ISR) is a recognized complication following percutaneous coronary intervention in which the luminal diameter is narrowed through neointimal hyperplasia and vessel remodeling. Although rates of ISR have decreased in most recent years owing to newer generation drug-eluting stents, thinner struts, and better intravascular imaging modalities, ISR remains a prevalent dilemma that proves to be challenging to manage. Several factors have been proposed to contribute to ISR formation, including mechanical stent characteristics, technical factors during the coronary intervention, and biological aspects of drug-eluting stents .identiﬁcation of risk factors and mechanisms underlying ISR is necessary for understanding the process, the risk stratiﬁcation, and optimal treatment development. Restenosis, as a physiological response to mechanical damage, involves two mechanisms which are neointimal hyperplasia and vessel remodeling \[3\]. Several factors such as age, diabetes mellitus, hypertension, stenting of small coronary arteries, and ﬁnal total length of stents have been shown to be associated with an elevated risk of restenosis.",Angiotensin Converting Enzyme rs (1799752) Gene Polymorphism and Development of In-Stent Restenosis in Patients With Stable Coronary Artery Diseases
NCT04091373,A Study Investigating the Pharmacokinetics of a Single Dose Administration of Cotadutide,"This is a randomized, open label, cross-over study in healthy adult subjects to investigate cotadutide exposure after subcutaneous injection at 3 different anatomical sites. The study will be conducted at a single US center. Each subject will be randomized to receive a single SC dose of 100 μg cotadutide via a pen device according to 6 sequences of dosing. Each SC injection will be administered by a health care provider at a different injection site (arm, thigh, or abdomen) in each period. SC injection in the abdomen will be used as the reference treatment to determine the relative PK of cotadutide 100 μg SC injections in the arm and thigh. Each SC injection of cotadutide will be separated by 7 days washout. Blood samples for PK analyses of cotadutide will be taken pre dose and at 11 time points up to 48 hours after dosing (Days 3, 10, and 17).",Type 2 Diabetes Mellitus
NCT00115973,A Study of the Treatment of Type 2 Diabetes With an Insulin Infusion Pump,This trial is conducted in the United States of America (USA). This is an in-patient trial investigating stepwise dose increase in a period of up to 3-weeks followed by a 10-week out-patient maintenance period. A telephone contact visit is scheduled as a follow-up for the final clinic visit. A subject's participation in this trial would be expected to be up to 16 weeks.,"Diabetes|Diabetes Mellitus, Type 2|Delivery Systems"
NCT00328627,Efficacy and Safety of Alogliptin Combined With Pioglitazone in Treating Subjects With Type 2 Diabetes Mellitus.,"The purpose of this study is to evaluate the safety and efficacy of alogliptin, once daily (QD), taken in combination with pioglitazone in adults with type 2 diabetes mellitus.",Type 2 Diabetes Mellitus
